Label,Location,Latitude,Longitude
Altglas Container #248,Rohrhofer Straße / Wendehammer,49.41742752267118,8.528940572081448
Altglas Container #249,Frobeniusstraße / Parkplatz,49.41622432835415,8.536862388596298
Altglas Container #250,Wilhelm-Peters-Straße 66,49.4153433076641,8.539715301990835
Altglas Container #251,Karlsruher Straße / Schifferstadter Straße,49.43268674054616,8.524568474262765
Altglas Container #252,Rheinauer Ring / Tankstelle,49.438410177003256,8.524322257453317
Altglas Container #253,Viernheimer Weg / Frankenthaler Straße,49.5494308446018,8.449920033908063
Altglas Container #254,Bartholomäusstraße  / Wendehammer,49.547367102734896,8.453227311152506
Altglas Container #255,Leinpfad / Sandhofer Straße,49.537541748350414,8.451151563463508
Altglas Container #256,Domstiftstraße / Trafohaus,49.54417633914007,8.455392740457894
Altglas Container #257,Taubenstraße / Stieglitzweg,49.54568361280985,8.453480433471523
Altglas Container #258,Spinnereistraße / Kranichweg,49.54028676008585,8.454614246283901
Altglas Container #259,Kirschgartshäuser Straße / Scarrastraße,49.55859565636894,8.448045397570073
Altglas Container #260,Lena-Maurer-Platz,49.54344529346671,8.477678671407785
Altglas Container #261,Lilienthalstraße / Kattowitzer Zeile,49.54676419335294,8.473560674807375
Altglas Container #262,Danziger Baumgang 79,49.54134439100111,8.477854959606649
Altglas Container #263,Stettiner Straße / Thorner Straße,49.53828926111265,8.469561511294227
Altglas Container #264,Königsberger Allee / Rastenburger Straße,49.55108673735547,8.468562833165247
Altglas Container #265,Otto-Beck-Straße 38,49.48276519982809,8.485767329702247
Altglas Container #266,Hebelstraße / Nationaltheater,49.48868194584611,8.477235651642953
Altglas Container #267,Roonstraße / Moltkestraße,49.4818211335633,8.475307862819031
Altglas Container #268,Weberstraße / Wespinstraße,49.47766548235885,8.485721173583114
Altglas Container #269,Kopernikusstraße / Amerikanerstraße,49.47787315060293,8.476781504961524
Altglas Container #270,Werderstraße / Victoriastraße,49.48572875279971,8.482561629393803
Altglas Container #271,Krautgartenweg (Parkplatz Supermarkt),49.45801984479146,8.562829403334641
Altglas Container #272,Im Wirbel / Vorderer Sporwörth,49.44100954113269,8.516195473930765
Altglas Container #273,Waldspitze,49.45436175632224,8.565898843129299
Altglas Container #274,Leipziger Straße / Torgauer Weg,49.5103193114624,8.550727228482305
Altglas Container #275,Brandenburger Straße / Auf der Vogelstang,49.51194322258316,8.530257147425845
Altglas Container #276,Geraer Ring 10,49.51140249692168,8.539848004719966
Altglas Container #277,Weimarer Straße / Saalfelder Weg,49.512658989503606,8.544663651662466
Altglas Container #278,Waldstraße / Schwalbacher Straße,49.52399206951536,8.50047619086456
Altglas Container #279,Hanauer Platz,49.52671024847083,8.487333166180212
Altglas Container #280,Rüsselsheimer Straße / Offenbacher Straße,49.52487294938987,8.488547114423781
Altglas Container #281,Rüsselsheimer Straße / EKZ,49.52350620929327,8.491287678670702
Altglas Container #282,Speckweg 139,49.5208337994558,8.497584787027817
Altglas Container #283,Mosbacher Straße / Messplatz,49.497922884414855,8.542594907745393
Altglas Container #284,Im Pfeifferswörth / Sportanlagen,49.48881706597144,8.501291564585815
Altglas Container #285,Rudolf-Maus-Straße / Parkbuchten,49.55256287019856,8.474922863363958
Altglas Container #286,Straßburger Ring 42 / Mobilfunkturm,49.43574411415096,8.58086955231521
Altglas Container #287,R 7 / Lameygarten,49.48669380766237,8.473765288516645
Altglas Container #288,Schloss / Uni Mannheim / Otto-Selz-Straße,49.48250705460968,8.46284780461337
Altglas Container #289,A 5 / Sternwarte,49.48666573900714,8.459121281888727
Altglas Container #290,Birkenauer Straße / Ladenburger Straße,49.51196555944045,8.52268589488828
Altglas Container #291,George-Sullivan-Ring Nord,49.5252269931569,8.535382842062058
Altglas Container #292,Sporwörthplatz,49.44268222515914,8.51832964284151
